sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number
SR23-01895378,Tree Debris Clean-Up Request,SEL,Streets and Sanitation,Completed,Phone Call,2023-11-01T09:56:45.000,2023-11-01T14:03:20.000,2023-11-01T14:03:20.000,5804 S NARRAGANSETT AVE,Chicago,Illinois,60638,5804,S,NARRAGANSETT,AVE,False,False,56,13,1,08,0811,6,9,4,11,1134646.618806133,1865315.121019421,41.786622001,-87.781869,"{'latitude': '41.78662200094008', 'longitude': '-87.78186900000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Streets and Sanitation,Z135,
SR23-01934387,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-07T12:45:13.000,2023-11-07T13:31:13.000,2023-11-07T12:45:13.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,3,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01772950,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-14T08:03:19.000,2023-10-14T08:30:39.000,2023-10-14T08:03:20.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01874637,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-28T14:29:07.000,2023-10-28T14:31:46.000,2023-10-28T14:29:08.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01919636,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-05T06:51:17.000,2023-11-05T07:30:38.000,2023-11-05T06:51:17.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,6,1,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01795961,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Internet,2023-10-17T15:33:46.000,2023-11-06T09:41:38.000,2023-11-06T09:41:38.000,11350 S PRAIRIE AVE,Chicago,Illinois,60628,11350,S,PRAIRIE,AVE,False,False,49,9,3,05,0531,31,15,3,10,1179862.860859211,1829551.906275329,41.687568001,-87.6171735,"{'latitude': '41.68756800093975', 'longitude': '-87.6171735000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Q049,
SR23-01918604,Yard Waste Pick-Up Request,SCQ,Streets and Sanitation,Completed,Internet,2023-11-04T19:16:13.000,2023-11-06T14:02:15.000,2023-11-06T14:02:16.000,2554 W CULLOM AVE,Chicago,Illinois,60618,2554,W,CULLOM,AVE,False,False,5,47,1,19,1911,16,19,7,11,1158159.621153112,1928544.323688551,41.959683001,-87.69393,"{'latitude': '41.959683000940714', 'longitude': '-87.69393000000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J012,
SR23-01751233,Tree Planting Request,SED,Streets and Sanitation,Open,Internet,2023-10-11T08:08:17.000,2023-10-11T08:08:20.000,,6558 S PAULINA ST,Chicago,Illinois,60636,6558,S,PAULINA,ST,False,False,67,15,2,07,0725,22,8,4,10,1166045.39376352,1860975.425383873,41.774103001,-87.666867,"{'latitude': '41.77410300094006', 'longitude': '-87.66686700000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L037,
SR23-01944418,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-08T15:52:00.000,2023-11-08T16:32:45.000,2023-11-08T15:52:00.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,4,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01897481,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-01T13:07:36.000,2023-11-01T13:32:30.000,2023-11-01T13:07:36.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,4,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01703702,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-10-03T14:08:34.000,2023-10-03T14:08:39.000,2023-10-03T14:08:39.000,1716 E 85TH PL,Chicago,Illinois,60617,1716,E,85TH,PL,False,False,45,8,1,04,0412,51,14,3,10,1189267.688174759,1848710.289215856,41.739921001,-87.582132,"{'latitude': '41.739921000939944', 'longitude': '-87.5821320000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,U042,
SR23-01707698,Open Fire Hydrant Complaint,WBT,DWM - Department of Water Management,Completed,Phone Call,2023-10-04T08:57:36.000,2023-10-04T11:31:24.000,2023-10-04T11:31:24.000,3855 W HURON ST,Chicago,Illinois,60624,3855,W,HURON,ST,True,False,23,37,2,11,1122,3,8,4,10,1150341.743776183,1904312.055006307,41.893344001,-87.723306,"{'latitude': '41.893344000940516', 'longitude': '-87.7233060000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,G021,SR23-01706690
SR23-01910167,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-03T10:20:00.000,2023-11-03T10:32:47.000,2023-11-03T10:20:01.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,6,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01848225,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24T21:08:40.000,2023-10-24T21:30:39.000,2023-10-24T21:08:40.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,21,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01693517,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Phone Call,2023-10-02T11:06:51.000,2023-10-18T09:59:38.000,2023-10-18T09:59:38.000,5431 W HIRSCH ST,Chicago,Illinois,,5431,W,HIRSCH,ST,True,False,25,37,3,25,2532,5,11,2,10,1139757.479817967,1908781.797294522,41.90580943,-87.762069381,"{'latitude': '41.90580943035223', 'longitude': '-87.76206938136407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,C019,SR23-01656276
SR23-01940646,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-08T11:10:58.000,2023-11-08T11:10:58.000,2023-11-08T11:10:58.000,4158 W 16TH ST,Chicago,Illinois,60623,4158,W,16TH,ST,False,False,29,24,1,10,1012,11,11,4,11,1148691.079217153,1891801.267987148,41.859045001,-87.7296915,"{'latitude': '41.85904500094038', 'longitude': '-87.72969150000189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,F025,
SR23-01728692,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-07T01:06:43.000,2023-10-07T01:30:51.000,2023-10-07T01:06:43.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,1,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01888811,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mass Entry,2023-10-31T10:06:09.000,2023-10-31T10:06:14.000,2023-10-31T10:06:14.000,1005 N CLARK ST,Chicago,Illinois,60610,1005,N,CLARK,ST,False,False,8,2,2,18,1824,27,10,3,10,1175551.430244027,1907217.305740869,41.900787001,-87.630633,"{'latitude': '41.900787000940525', 'longitude': '-87.6306330000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,P020,
SR23-01828103,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-21T16:09:02.000,2023-10-21T16:31:04.000,2023-10-21T16:09:02.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01700499,Dead Animal Pick-Up Request,SGQ,Streets and Sanitation,Completed,Phone Call,2023-10-03T09:14:04.000,2023-10-04T12:53:12.000,2023-10-04T12:53:12.000,730 W 117TH PL,Chicago,Illinois,60628,730,W,117TH,PL,True,False,53,21,2,05,0524,15,9,3,10,1173408.285982124,1827101.676976693,41.680989001,-87.640875,"{'latitude': '41.68098900093974', 'longitude': '-87.6408750000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Streets and Sanitation,O050,SR23-01698521
SR23-01749108,Building Violation,BBA,DOB - Buildings,Open,Phone Call,2023-10-10T17:17:59.000,2023-10-10T17:18:02.000,,8129 S THROOP ST,Chicago,Illinois,60620,8129,S,THROOP,ST,False,False,71,17,1,06,0613,28,17,3,10,1169092.34038338,1850740.107680716,41.745950603,-87.655992898,"{'latitude': '41.745950603142205', 'longitude': '-87.65599289843655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,M041,
SR23-01736666,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-08T23:01:34.000,2023-10-08T23:30:54.000,2023-10-08T23:01:35.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,23,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01931356,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-07T07:36:53.000,2023-11-07T08:30:56.000,2023-11-07T07:36:53.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,7,3,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01718701,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-05T14:09:09.000,2023-10-05T14:31:03.000,2023-10-05T14:09:09.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01803712,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-18T14:26:05.000,2023-10-18T14:31:44.000,2023-10-18T14:26:06.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01909348,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-03T09:03:05.000,2023-11-03T09:32:47.000,2023-11-03T09:03:05.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,9,6,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01697416,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,spot-open311-SeeClickFix,2023-10-02T17:36:25.000,2023-10-03T14:13:37.000,2023-10-03T14:13:37.000,2952 N HALSTED ST,Chicago,IL,,2952,N,HALSTED,ST,False,False,6,44,3,19,1933,14,17,2,10,1170341.342799614,1920064.907474096,41.936157001,-87.6493935,"{'latitude': '41.93615700094063', 'longitude': '-87.6493935000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N015,
SR23-01703332,Street Light Out Complaint,SFD,CDOT - Department of Transportation,Completed,Phone Call,2023-10-03T13:37:09.000,2023-10-04T14:00:50.000,2023-10-04T14:00:50.000,11526 S WENTWORTH AVE,Chicago,Illinois,60628,11526,S,WENTWORTH,AVE,False,False,53,9,2,05,0522,11,13,3,10,1176928.511974832,1828376.519256827,41.684409001,-87.627951,"{'latitude': '41.68440900093976', 'longitude': '-87.62795100000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,P050,
SR23-01757504,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-11T20:21:49.000,2023-10-11T20:30:39.000,2023-10-11T20:21:50.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,20,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01714305,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-05T01:00:08.000,2023-10-05T01:30:34.000,2023-10-05T01:00:09.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,1,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01774567,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Phone Call,2023-10-14T14:01:11.000,2023-10-18T13:43:47.000,2023-10-18T13:43:47.000,4736 N AVERS AVE,Chicago,Illinois,60625,4736,N,AVERS,AVE,True,False,14,33,2,17,1723,30,14,7,10,1149791.892593076,1931366.330785888,41.967594001,-87.72462,"{'latitude': '41.96759400094073', 'longitude': '-87.72462000000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,G011,SR23-01546373
SR23-01849655,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-25T08:37:32.000,2023-10-25T09:32:07.000,2023-10-25T08:37:33.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01787347,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-16T15:18:19.000,2023-10-16T15:32:19.000,2023-10-16T15:18:20.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,15,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01704928,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Internet,2023-10-03T16:25:54.000,2023-11-15T09:59:10.000,2023-11-15T09:59:10.000,4524 W 16TH ST,Chicago,Illinois,,4524,W,16TH,ST,False,False,29,24,1,10,1012,8,16,3,10,1146319.44996172,1891652.122892526,41.858681153,-87.738400866,"{'latitude': '41.8586811533637', 'longitude': '-87.73840086601543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E026,
SR23-01841841,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24T08:27:08.000,2023-10-24T08:32:31.000,2023-10-24T08:27:08.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01796717,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17T17:16:44.000,2023-10-17T17:32:03.000,2023-10-17T17:16:44.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01921023,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,Completed,Phone Call,2023-11-05T12:29:54.000,2023-11-05T12:40:52.000,2023-11-05T12:40:52.000,264 N PULASKI RD,Chicago,Illinois,,264,N,PULASKI,RD,True,False,26,37,1,11,1114,13,12,1,11,1149680.119749552,1901439.64235944,41.885474675,-87.725810617,"{'latitude': '41.88547467510768', 'longitude': '-87.72581061656672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,F022,SR23-01919235
SR23-01824001,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-20T16:49:19.000,2023-10-20T17:33:55.000,2023-10-20T16:49:20.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,68,17,3,07,0734,5,16,6,10,1169602.620586886,1855719.672119771,41.759604158,-87.653979052,"{'latitude': '41.759604157901094', 'longitude': '-87.65397905222564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,M039,
SR23-01735487,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-08T16:57:51.000,2023-10-08T17:30:55.000,2023-10-08T16:57:51.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01841506,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Phone Call,2023-10-24T07:38:42.000,2023-10-26T14:31:13.000,2023-10-26T14:31:13.000,7854 S PEORIA ST,Chicago,Illinois,,7854,S,PEORIA,ST,True,False,71,17,2,06,0621,10,7,3,10,1171676.804758713,1852459.941762617,41.750613838,-87.646472592,"{'latitude': '41.75061383764682', 'longitude': '-87.64647259166401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,N041,SR23-01829683
SR23-01935397,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-07T14:23:27.000,2023-11-07T14:32:02.000,2023-11-07T14:23:28.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,3,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01703871,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-03T14:27:52.000,2023-10-03T14:32:14.000,2023-10-03T14:27:52.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01830032,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-22T08:20:34.000,2023-10-22T08:31:16.000,2023-10-22T08:20:34.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01862603,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-26T15:46:20.000,2023-10-26T16:31:49.000,2023-10-26T15:46:20.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01841289,Sewer Cave-In Inspection Request,AAD,DWM - Department of Water Management,Completed,Phone Call,2023-10-24T06:59:41.000,2023-10-24T09:42:13.000,2023-10-24T09:42:13.000,3933 N ALBANY AVE,Chicago,Illinois,60618,3933,N,ALBANY,AVE,False,False,16,33,3,17,1733,6,6,3,10,1155079.357589542,1926130.564296706,41.953122001,-87.7053195,"{'latitude': '41.953122000940716', 'longitude': '-87.70531950000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CDOT - Department of Transportation,I013,
SR23-01802199,Street Cleaning Request,SDP,Streets and Sanitation,Completed,Phone Call,2023-10-18T12:41:18.000,2023-10-24T15:31:38.000,2023-10-24T15:31:38.000,8504 S UNIVERSITY AVE,Chicago,Illinois,60619,8504,S,UNIVERSITY,AVE,False,False,45,8,1,04,0412,10,12,4,10,1185241.742486663,1848688.610425217,41.739957001,-87.596883,"{'latitude': '41.73995700093995', 'longitude': '-87.5968830000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,S042,
SR23-01838514,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Internet,2023-10-23T14:45:09.000,2023-11-02T15:18:00.000,2023-11-02T15:18:00.000,3201 W BELMONT AVE,Chicago,Illinois,60618,3201,W,BELMONT,AVE,False,False,21,35,1,14,1412,1,14,2,10,1154269.463072919,1921027.836741137,41.939136001,-87.7084335,"{'latitude': '41.93913600094064', 'longitude': '-87.70843350000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,H015,
SR23-01758661,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-12T07:48:41.000,2023-10-12T08:31:52.000,2023-10-12T07:48:41.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,7,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01718086,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,Phone Call,2023-10-05T13:16:10.000,2023-10-21T04:16:25.000,2023-10-21T04:16:25.000,3758 W 59TH ST,Chicago,Illinois,60629,3758,W,59TH,ST,False,False,62,23,2,08,0822,5,13,5,10,1152094.197140178,1865279.371998653,41.786199001,-87.717897,"{'latitude': '41.786199000940115', 'longitude': '-87.7178970000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,G035,
SR23-01756703,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-11T17:07:24.000,2023-10-11T17:31:54.000,2023-10-11T17:07:25.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,17,4,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01929361,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-06T16:26:07.000,2023-11-06T16:31:38.000,2023-11-06T16:26:07.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,2,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01898728,Buildings - Plumbing Violation,BBC,DOB - Buildings,Open,Phone Call,2023-11-01T15:10:33.000,2023-11-01T15:10:35.000,,6719 S PAXTON AVE,Chicago,Illinois,60649,6719,S,PAXTON,AVE,False,False,43,5,3,03,0331,40,15,4,11,1192204.501766668,1860756.520651917,41.772906001,-87.570981,"{'latitude': '41.77290600094006', 'longitude': '-87.57098100000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,V038,
SR23-01764261,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-12T17:54:50.000,2023-10-12T18:31:15.000,2023-10-12T17:54:50.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,17,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
